,all.wasit_estimate,all.wasit_p.value,all.SBP_estimate,all.SBP_p.value,all.DBP_estimate,all.DBP_p.value,all.HR_estimate,all.HR_p.value,all.RASBP_estimate,all.RASBP_p.value,all.RAMSBP_estimate,all.RAMSBP_p.value,all.RADBP_estimate,all.RADBP_p.value,all.LASBP_estimate,all.LASBP_p.value,all.LAMSBP_estimate,all.LAMSBP_p.value,all.LADBP_estimate,all.LADBP_p.value,all.RLSBP_estimate,all.RLSBP_p.value,all.RLMSBP_estimate,all.RLMSBP_p.value,all.RLDBP_estimate,all.RLDBP_p.value,all.LLSBP_estimate,all.LLSBP_p.value,all.LLMSBP_estimate,all.LLMSBP_p.value,all.LLDBP_estimate,all.LLDBP_p.value,all.hrbpm_estimate,all.hrbpm_p.value,all.RbaPWV_estimate,all.RbaPWV_p.value,all.LbaPWV_estimate,all.LbaPWV_p.value,all.RABI_estimate,all.RABI_p.value,all.LABI_estimate,all.LABI_p.value,all.Cardiovascular_incidence_estimate,all.Cardiovascular_incidence_p.value,all.TG_estimate,all.TG_p.value,all.TC_estimate,all.TC_p.value,all.HDLC_estimate,all.HDLC_p.value,all.LDLC_estimate,all.LDLC_p.value,all.Glum_estimate,all.Glum_p.value
s__Odoribacter_splanchnicus,0.135301103722977,0.208797962563405,-0.0642383642712929,0.552105767382666,-0.0166368414395617,0.87773073745754,0.180651390443873,0.0921202748453187,0.0616209961174311,0.568451586717519,0.0147729415285563,0.891340320462365,0.0400013559133842,0.711361050462371,0.0794195362006386,0.462015718551895,0.0137458616220408,0.898853439788647,0.009485501971449,0.930105926307306,0.0778481897023113,0.47095003690188,0.0598381455542289,0.579714275596285,0.0439292329632052,0.684451065937833,0.0773513015263653,0.473794595354415,0.0587830208592497,0.586427811564735,0.0685942061727241,0.52541617103086,0.12300351437544,0.253571026625873,0.0633487875971924,0.557635785878621,0.0505489863656276,0.639991557773226,0.040701207235593,0.706539260066119,-0.050603306632861,0.63963166671045,-0.0183422811446602,0.865309107543584,-0.0429708696974096,0.690982178117844,-0.0624048277477519,0.563532680179224,0.0507845863995945,0.638431227142632,-0.0441784524089634,0.682756437652703,0.0276193214714407,0.798386096102181
s__Paraprevotella_clara,-0.0148359242322032,0.890879904975872,0.0846088827340158,0.433180985017526,-0.0137633681876213,0.898725302191799,0.00692341806874714,0.948954669518994,-0.0297056898453582,0.783515776251102,0.0662666399973887,0.539596886222733,0.0626984118908586,0.561695506705016,-0.0166364623256719,0.87773350215296,0.0109459596926993,0.919378169474976,0.027100006785979,0.802098866457209,0.0415864010853763,0.700457062792118,0.0195775649083095,0.8563320685726,-0.00104756042854776,0.992271428233932,-0.0202647234264076,0.851346176098034,-0.0165303911713025,0.878507085542257,-0.022572879642194,0.834642415015599,0.126817626005894,0.239033676162333,-0.0738151756198009,0.49430345932919,-0.0647058830118387,0.549210099767503,0.148958315634712,0.166017566309378,-0.0145134830636649,0.893237388859363,0.129183869273492,0.230310786246814,0.0711545353876574,0.510036704840853,0.201640913792794,0.0595766610122282,0.133755132381508,0.214094544339116,0.135688266270112,0.207486255743779,-0.0544185969745813,0.614566430316554
s__Paraprevotella_xylaniphila,-0.0247462930592389,0.818980352923864,0.0737228858627129,0.494844895852059,-0.0338965905874314,0.7538842750407,-0.00884654393384782,0.934803417841662,-0.0401491504757879,0.710341832179596,0.0550366237963795,0.610546488156721,0.0491136932186732,0.64953082067804,-0.0258520403164321,0.811038853762804,-0.00569195855722681,0.958024912650759,0.00866983486061325,0.936102948220692,0.0218988886842522,0.8395127556886,0.00214179949648064,0.984199248133023,-0.0129255868844353,0.90486020942073,-0.0318455018124256,0.768344863908825,-0.021537230810987,0.842128642963282,-0.0260153291795315,0.809867706353181,0.151645808243713,0.158423129092079,-0.0820591292465079,0.44721906225364,-0.0756726799066756,0.48347253653124,0.131323348606305,0.22261741920308,-0.0226573336062103,0.834032575496725,0.130825896462615,0.224389874819007,0.0968958719436784,0.369141350696525,0.196336078798202,0.0667506886843231,0.098693889729833,0.360281379929646,0.136674373630065,0.204171879729124,-0.0436921677016023,0.686064498750784
s__Prevotella_bivia,-0.0607957600791267,0.573652014330777,0.0229546348278101,0.83188655494139,-0.0656294533817069,0.543511510309775,-0.0330916652059237,0.75954936739251,0.094847232701713,0.379396969037545,0.0743582199988836,0.491123894456912,0.0554117130009609,0.608112332046031,0.0312808960165472,0.772339626347717,0.0462344945680976,0.668836449325902,0.0277937131120265,0.797140306116009,0.114975262073743,0.286114507057897,0.118825606442608,0.270176169652789,0.0587931171239944,0.586363403687151,0.0350941211030122,0.745480125454003,0.0694353703369576,0.520337854689823,-0.0167439469833397,0.876949726995895,-0.124554715324501,0.247587360966132,-0.010190992781464,0.924922083175735,-0.00112277019084717,0.991716573162975,0.0959458793595899,0.373875839341138,-0.0665565653410512,0.537820301861691,-0.0912084677492021,0.398032106352659,0.0386842552827231,0.720466222184932,-0.140519891490548,0.191608563152233,-0.125657396202784,0.243393346736594,-0.0926240857063699,0.390718835128517,-0.161684972314742,0.132330781019632
s__Prevotella_copri,0.0837230970191862,0.438029201095665,0.173097571895748,0.106792020622236,0.0779032636303265,0.470635323658316,-0.052380186465085,0.627905545277707,0.0323244666983639,0.764960765080609,0.0482608351206406,0.655226080133734,0.0323087152907869,0.765071986055589,0.0819171221045359,0.448008304504587,0.106242039243989,0.324535555436717,0.0903157712901212,0.402685267715348,0.13185652478841,0.220728633965903,0.1244252056512,0.248083188898414,0.110609259449504,0.304927939888676,0.121758502342528,0.25844458872942,0.161657144237594,0.132398282058369,0.101178763042835,0.34825479909626,0.150919975608834,0.160448266050618,0.146599379984279,0.172902380250957,0.160288992626698,0.135749344088295,0.173046977226564,0.10689608670191,0.174500625017606,0.103937441669011,0.400108455204236,0.000112312073533503,0.0592911244389468,0.583190435019497,0.324267557629932,0.00205516339949691,0.177151509811709,0.0987070074375827,0.230991235726037,0.0303661560131184,0.195344998899877,0.0681654651613272
s__Prevotella_corporis,0.167707435093323,0.118329342350723,-0.0648485416632509,0.548327983729823,-0.15481992695432,0.149790016704401,-0.0672513927997385,0.53357436457391,0.00287450788631275,0.978794911005482,-0.0157059564063212,0.884523569117062,-0.026431645345516,0.806883683355721,0.00638076331818114,0.952950829212625,0.0238937888431514,0.825115579348454,-0.031441520233463,0.771202551308983,-0.0179011385445262,0.868519177432279,-0.062680664817194,0.561806482459021,-0.107264783637975,0.319872959888403,-0.0591354484789319,0.584181452589434,-0.0341605257193296,0.752029503612348,-0.0810211885738764,0.453005577953915,-0.110203396811188,0.306716887636898,-0.101169231337536,0.348300447291172,-0.107079002999114,0.320716701226656,-0.0745966882443834,0.489731063690333,-0.17817109204603,0.0967511401411361,-0.0933365066920675,0.387068913011743,-0.232567605218059,0.0292222444520338,0.0306244749793655,0.776991466845428,0.0680143996867223,0.528931050330149,0.0744996244799235,0.490297735624196,0.0329639846719172,0.760449161959551
s__Prevotella_disiens,-0.0573744689973621,0.595444896416616,0.0943952837245798,0.381682417067517,0.0187969534300705,0.862002869755392,-0.0413172589440429,0.702304373269458,0.177456524784729,0.0981186729036039,0.132949221225212,0.216893080341053,0.146186108078065,0.174129839396966,0.174028209967303,0.104891864750726,0.163738102651619,0.127422502747672,0.133584829341857,0.214683780894332,0.18998355120728,0.0762442671917481,0.269637133523519,0.0110695695516022,0.250703198168571,0.0184761371889147,0.191219096233996,0.0743176200597881,0.267177006128556,0.0118550223512424,0.176109034058049,0.100738718523294,-0.0397512997607905,0.71308663724971,0.123153096071957,0.252989752356092,0.141955279492348,0.18706537987732,0.0264321588961701,0.806880004081866,0.028705944809852,0.790631996305479,-0.0856056419816002,0.427762021742564,-0.130278183639063,0.226352847565549,0.0240573894498811,0.823937366925195,0.0742291541943572,0.491878605098129,-0.013285839614985,0.902221444580956,-0.179187460506955,0.0948318758150217
s__Prevotella_sp_AM42_24,-0.0384928010514881,0.721793036784229,0.0529191564144623,0.624366722999834,-0.102416496815618,0.342358941000146,-0.0636035848233304,0.556049145767993,0.0556044835108325,0.606862995820259,0.0307701991207172,0.775958082636656,0.0473729033401276,0.661176559590979,0.0626530851699988,0.561978963785512,0.0216358490401958,0.841415161961699,-0.0140761540657088,0.896436336778064,0.149894051949066,0.16334338090429,0.141513968862189,0.188453782809795,0.117915844285463,0.273886992436682,0.107736766427719,0.317735823633148,0.104203000175846,0.333960357165204,0.0743278474065301,0.491301442800089,0.04971371481902,0.64553596540648,0.145222637776641,0.177016248966796,0.167795397875377,0.118133651087573,0.141342908066007,0.188993958761,0.0536179313566642,0.619791289172949,0.200117441677625,0.0615694638211465,-0.00317979702610118,0.976543416476103,0.112916962290548,0.294885672690693,0.105401287459279,0.328400849422656,0.0444266589301522,0.681070257043757,-0.113565323680536,0.29210387895757
s__Prevotella_sp_CAG_279,0.0945417127449802,0.380941037174511,-0.00529531207267269,0.960947582096693,-0.0287010886870658,0.790666604759974,-0.0490908378095914,0.64968318546473,-0.0372885519500898,0.730157433835022,-0.0353539060878247,0.743660863065028,-0.0610009586086185,0.572356838093195,-0.0223180684642596,0.836482989562732,-0.03583155479183,0.740319583597253,-0.0735467178937884,0.495879284738027,0.00621815100393144,0.954148552165395,0.05517177344836,0.609668939709965,0.0670529512793187,0.534785297107154,-0.0135237561286364,0.900479343087046,0.0523477513395404,0.628118780477585,0.0196461699274755,0.855834026929546,-0.0102231521165446,0.924685854056175,0.132624473114916,0.218028048827916,0.15740814984907,0.143015383250652,0.130285131070307,0.226327873222004,0.0290897611655527,0.787897914767874,0.0390827775111154,0.717707041252641,0.119006500799697,0.269442377307883,0.0698870021821325,0.517621533938052,-0.0507013509868198,0.638982298958396,0.0876381128912633,0.416833312973074,0.0341899160430055,0.751823053564046
s__Prevotella_sp_CAG_520,-0.166551102833802,0.120925122180778,0.0873590617628151,0.418324132054158,-0.0632206084291734,0.558434784020412,0.0208621794003935,0.847015880497535,0.0432851843031206,0.688837648235589,0.0373390342187022,0.729806155325783,0.0234785770834708,0.828107567470429,0.0852273820322596,0.429813882470482,0.107753947038522,0.317658203722052,0.0370616739945745,0.731736839308362,0.0648650100794535,0.548226197147874,0.0566878430982038,0.599862858992008,0.0386925518951883,0.720408743723398,0.0277064813470817,0.797763394632414,0.0818087448820839,0.448611162260248,0.0354482076929311,0.743000820256645,0.104826401054386,0.331060660583288,0.151378089305295,0.15916786376203,0.152164543295087,0.156987504788599,-0.0358733542803867,0.740027412956159,-0.140679858339558,0.191098335961122,0.20302789507758,0.0578084148066079,-0.101404540085004,0.347174624976572,0.279012233971925,0.00847739408384713,0.13854689766126,0.197982702938306,0.173620714959954,0.105720608010311,0.0719072861510306,0.505559489513935
s__Prevotella_stercorea,-0.188686974969671,0.0783089083632916,0.0801349831200684,0.457978858627366,-0.0729429278887713,0.499433084931956,0.0142001046747798,0.895529500047962,0.0563230387315338,0.602216035512248,0.0494714780167354,0.647147541437778,0.0251915442667773,0.815780307050556,0.0812450442635792,0.451754082490608,0.0981446914845042,0.362973608288022,0.031457152827078,0.771091912342783,0.0576755437870473,0.593512299201008,0.0574576302138493,0.594910803182255,0.0412850509629508,0.702525555183365,0.0281337358253432,0.794712770573734,0.0893033286021937,0.408001180828934,0.0376512539259672,0.727634829018425,0.113166063452746,0.293814848556681,0.152577941533455,0.155850360237127,0.156203871336755,0.146138252490706,-0.0357887757786086,0.740618639044584,-0.13217818705131,0.219594614947994,0.191272904950665,0.0742346099198883,-0.14983462410202,0.163512261632826,0.269455196187764,0.0111260609543869,0.151094567883106,0.159959391435492,0.166195046613847,0.121733162201656,0.0721254894773332,0.504265469870331
s__Prevotella_timonensis,0.0379354485563037,0.725660267964975,-0.0449435422740528,0.677563860634608,-0.00076756828530005,0.994337082019633,-0.0753577368653291,0.485299982329431,0.176385443908967,0.100196852956086,0.140083705406194,0.193004814429026,0.189636082475678,0.0767932427178381,0.151954190065843,0.157568495179168,0.094653885010962,0.380373689588946,0.133928620426255,0.213495467141549,0.0805329760573929,0.455741655053698,0.158900708355195,0.13921509985279,0.177764295122497,0.0975278165097108,0.098517407950059,0.361145166428854,0.171575809807185,0.109956728362529,0.155955475395157,0.146788709148028,-0.0534519201256083,0.620876995909338,0.0638047105187275,0.554798252251776,0.0852118176031976,0.429898431412383,-0.205908957071265,0.0542722483786734,-0.122268457898415,0.256440725810696,0.00246746162085862,0.981797115178505,0.125385828397243,0.244421665503585,0.140527526030828,0.191584189819864,-0.0276601801980328,0.798094170963398,0.126190668325048,0.241382758488623,-0.138215454915847,0.19906826983072
s__Alistipes_finegoldii,0.159998761201136,0.136468419952151,0.018607235236849,0.863382157061285,0.0809721069512995,0.453280232212054,-0.0234136793051061,0.828575439180368,0.0948655180867407,0.379304676587522,0.132241998580982,0.219370136891604,0.153452338334703,0.153465383500954,0.0560216271539284,0.604163373190555,0.118213734363222,0.272668181626872,0.172963589660476,0.107067775390025,0.0687498810038114,0.524474448603163,0.113852798978431,0.290876027044247,0.154669815631024,0.150190184651191,0.0334028564145325,0.757357671365196,0.0984256180197334,0.361594934371796,0.142414866219428,0.185627383241337,0.0272642246859829,0.800924333812277,0.181313326831404,0.0909144497734353,0.113064422363136,0.294251468546153,0.087578212307388,0.417153069610925,-0.032897727478837,0.760916217488379,0.0227343711606467,0.833476375163253,0.159455443173649,0.137822300352298,-0.0790546179499652,0.464082235046618,0.0202244092598383,0.85163852893008,-0.0240265918005554,0.824159134528477,-0.0360818729924138,0.738570457123508
s__Alistipes_indistinctus,0.207007983402632,0.0529709239715673,-0.17285999110351,0.107281375857823,-0.228774939502652,0.0320381835190806,-0.00919666467698914,0.932229113696115,-0.0154603255275162,0.886317392905771,-0.036258550264064,0.737336704004336,0.00285372807463429,0.978948167472197,-0.0289102188810595,0.78917655080222,-0.0802845236945953,0.457137549846942,-0.0250383975482949,0.816880643593271,-0.0190030214353377,0.860505184553156,-0.0637865455637833,0.554911172943452,-0.0825316692270902,0.444598397103945,-0.0196204044575045,0.856021066071954,-0.029577984401073,0.784423811036517,-0.0433821633317517,0.688176466948861,0.00153703548972913,0.988660435830851,-0.0172674408936248,0.873134131761965,-0.0678803114465639,0.529745585024457,0.0332484573636526,0.758444853795709,0.00497245003179629,0.963326957119406,0.106701205946518,0.322436907180199,0.0557253461778571,0.60608026586991,-0.119732083634361,0.266512584081474,-0.260279515893826,0.0143214776035907,-0.0101723695017064,0.925058885029613,0.0019267795042289,0.985785346501254
s__Alistipes_onderdonkii,0.00126808458749107,0.990644537146843,-0.00460628448068759,0.966025850377983,0.0257574325664299,0.811717593865771,0.0606145890331688,0.574796666450767,0.0685968673817822,0.525400065464885,0.0459296363770604,0.670893518707771,0.0913210658031018,0.39744746070511,0.0429771878805543,0.690939045860661,0.0641052946172368,0.552931304274439,0.0822573003428553,0.446118973504589,0.00661749136175876,0.951207393287813,0.0764016912575727,0.479256589351456,0.0545436044395686,0.613752398522725,0.0730666134793403,0.498704013117567,0.0896631322774788,0.406107314566166,-0.0126613511069421,0.906796331110138,0.0173140737699356,0.872794377519539,0.0105875746503488,0.922009418231489,-0.0620564004852875,0.565716733067674,0.0273469548730146,0.800332791487459,0.0588469351225196,0.586020132774506,-0.10078980991286,0.350120564368454,-0.0217397397345809,0.840663674222866,-0.0956570377528465,0.375322627540406,-0.0293662105871774,0.785930239367786,-0.0426714944267873,0.693027046779747,-0.0364942714865831,0.735691677069585
s__Alistipes_putredinis,0.276064615391508,0.00922799341991054,-0.185163300529746,0.0841463602636708,-0.11873677203597,0.270537016124783,0.0421588489872051,0.696533747958558,0.0354262631006228,0.74315439993062,-0.0134945640700438,0.900693071582566,0.0543021638418616,0.615325046989212,0.0631745059482818,0.558722295030519,-0.0499189713959564,0.644171693104109,0.016669763342581,0.877490659430687,0.0872402795787989,0.418959655542585,0.0165310797236552,0.878502063519703,-0.00210133789871692,0.984497709247546,0.0345632562594771,0.749202077111955,0.0160470105787745,0.882033842117914,-0.000599505673508534,0.995576989770322,-0.0949919601835885,0.378666852425197,0.0381326980085106,0.724290846490258,0.00563404076843164,0.958451643292958,0.0560031660749335,0.604282735394419,-0.135334890768034,0.208683257492942,0.167379290071471,0.119061572737467,0.155095731087092,0.149056859466118,0.0271042989221355,0.802068162287235,-0.110713244357164,0.304470695660533,0.087833149789752,0.415793166668737,0.0409475885193021,0.704844496445573
s__Alistipes_shahii,0.183030886723292,0.0878437492671706,-0.138804402860978,0.197142243498498,-0.0658791499913535,0.541975819228686,0.0273208760170923,0.800519249954668,0.00113029213850063,0.991661080701411,-0.0251412588488218,0.816141561109766,0.00710014715311662,0.947653487658614,0.0381906482762657,0.723888686166466,0.0189769962134116,0.860694306633426,0.044193991209892,0.682650829700065,0.0538177646422599,0.61848546715054,0.0255459920879746,0.813235023630348,-0.0206892390490163,0.848268872598872,0.0300938843768823,0.780757346682802,-0.0151166948718668,0.888827860274742,-0.0259801038682281,0.810120315561874,0.063867728684501,0.554406591481564,0.0925787715591499,0.390951684226914,0.0520323819072322,0.630193671792697,0.151930538957578,0.157633918913767,-0.0437454658763441,0.685701636031564,-0.00851733196241289,0.937224599351766,0.109802036065244,0.308492695937175,0.0218383463659612,0.839950540387149,-0.0625703111914001,0.562496777780631,0.0434796911801893,0.687511779984697,0.0540227180346725,0.617147415914455
s__Alistipes_timonensis,0.170017126991947,0.113273206319888,0.058352775428977,0.589175498516849,0.0149519425869677,0.890031883564136,-0.101362298163336,0.347376561508825,0.33541688446123,0.00140033976684794,0.29948616498182,0.00458786842500319,0.293378936288673,0.00553527771973334,0.331283037253468,0.00161706930981085,0.24952830036384,0.0190510529504362,0.256310217002305,0.0159333890538275,0.303297749583147,0.0040724517544202,0.288317409765761,0.00644790298683857,0.211974716720326,0.0474054704216363,0.382017751147757,0.000239969175389067,0.267059126608441,0.0118938473518248,0.204452121592336,0.0560375194583105,-0.109124519636951,0.311505471499517,0.238697701818819,0.0251138868116213,0.217809578888137,0.0414934698886424,0.0769124420251677,0.476314651438045,0.267295054834189,0.0118162523171298,0.160307999601275,0.135702352993797,-0.148515525755537,0.167294206835489,-0.108207977985042,0.31561137274413,0.0607440850896043,0.57397839254204,-0.17251299767072,0.107999226267352,-0.0680315961339447,0.528826633821211
s__Parabacteroides_distasonis,0.130178574443055,0.226711131060898,-0.177504055952207,0.098027239764268,-0.0116421412135914,0.914269335553497,-0.0342917305786558,0.75110800024267,-0.0301075336159758,0.78066040712227,0.0042472562558979,0.968672508103467,0.000461791697718782,0.996593003748632,-0.0386276628120725,0.72085833300063,-0.0829670352782066,0.442191532977533,-0.015820445371505,0.883687662930457,-0.0634286331013884,0.557138349545631,-0.0758323746382749,0.482547317486927,-0.0445212306696903,0.680428199036336,-0.0802433983368915,0.45736883426817,-0.0716509904607226,0.507081600431428,-0.0880671171945504,0.414547389796905,-0.0278514435933513,0.79672801237321,-0.0560566360138894,0.603937047996661,-0.0846016508141843,0.43322044395679,-0.135237173674505,0.20901512418912,-0.140333485004634,0.192204362849459,-0.0188292201704816,0.861768325430992,0.151614765964351,0.158509348740931,-0.0100679440275839,0.925826008094934,-0.224668168850708,0.0353415759809732,0.0571524547485178,0.596871808709576,0.112594907648474,0.296273908804878
s__Parabacteroides_goldsteinii,0.113810147647117,0.291057981760605,0.0342795367601809,0.7511936275538,0.0833749176626215,0.439943269979808,-0.0589071555824803,0.585636133244082,0.0791988808369253,0.46326467680965,0.0328482200079643,0.761265257952886,0.114724439451614,0.287173988312828,0.0731647512916048,0.49812592987448,-0.0139832033283806,0.897116462215715,0.0448723440204754,0.678046444998262,0.0666327429123478,0.537353985362757,-0.0744325475421431,0.490689542563218,-0.0247240504597626,0.81914028993503,0.0361150176891136,0.73833895424453,-0.0129898173307327,0.90438966035786,-0.00671252535431432,0.950507558550833,-0.121755436387936,0.258456668510644,0.0488457335335409,0.651318068437341,0.0598452503943683,0.57966918929355,-0.0609503002892277,0.572676457417989,-0.17282671310586,0.107350059066182,0.215168976766418,0.0440882415886501,0.0903350112455726,0.40258464333126,0.0850765380149369,0.430633695460457,-0.0447476905427011,0.678891663254815,0.131743686491647,0.221127420634902,-0.00695614678619634,0.948713691556016
s__Parabacteroides_gordonii,-0.0503481910866681,0.641322619733753,-0.03628828127524,0.73712915495519,-0.15021335430023,0.162438205856035,0.105748725653351,0.32679998630702,0.0719838863044394,0.505105029093539,0.0115305904406533,0.915087707200761,0.0201680225910945,0.852047470947668,0.0871490524911831,0.419448128910378,0.105176835203178,0.32943769194221,0.0807323801700109,0.454623037548306,0.170236174502631,0.112802508498942,0.136533822697456,0.204641954564575,0.0496706642160026,0.645822257381844,0.158058301028589,0.141350495759434,0.0951373054678942,0.377934474936366,0.0832810272856306,0.440460225556889,0.120186719246352,0.264687849001062,0.139832336932681,0.193812784104106,0.108478029502842,0.314397990339959,0.0877360789841264,0.416310664172409,0.114680089419119,0.287361594309992,0.132692576913566,0.217789684705805,0.0353423010372702,0.743742102798255,0.111567921551308,0.300729446216386,0.0872783194861341,0.418756068896961,0.0798571796124563,0.459544032139257,0.0572257895566994,0.596400308004869
s__Parabacteroides_johnsonii,0.10157497254779,0.34636062207869,-0.0526604464050845,0.626064331101768,0.0360438985122713,0.738835722794589,-0.00927590490252614,0.931646586250382,0.0773778556546228,0.47364234539779,0.101650844250784,0.34599863549279,0.12792394044722,0.234927286706538,0.0905215585763163,0.401609774557501,0.0709420907475587,0.511303961313174,0.134045064216547,0.213094038436365,0.00740876880620841,0.945381567230456,0.0423195589870963,0.695433736843506,0.0502308161613691,0.642101217579638,-0.059514463451875,0.58177002770372,0.0073366772709259,0.94591223117236,0.0257386868763352,0.81185209674223,-0.0383240968298948,0.722962871545453,0.052233316153467,0.628871344492842,0.0554501593563013,0.607863073201308,-0.053081507254194,0.623302405006216,-0.2137971783449,0.0454884753547103,-0.0556660863400363,0.606463988568042,0.0193652203044874,0.8578739505016,-0.0512748585059302,0.635189299896902,-0.0412857686827664,0.7025206261154,-0.0413453416250847,0.702111541244139,-0.0586783728845201,0.587095590141403
s__Parabacteroides_merdae,0.0720349389896524,0.504802256506839,-0.076030892629671,0.481398488401876,-0.0801565627157672,0.457857400090184,0.0784536330751759,0.467496578305233,0.0255128200345898,0.813473149807235,0.0587104179614818,0.586891067682088,0.0588223878713958,0.586176692774541,0.0598597488890978,0.57957718892665,0.0633731165252126,0.557484194518434,0.0664100999361936,0.538717441660255,0.022677926713045,0.833883888153216,0.00912158232480337,0.932781107817365,-0.00380473194571908,0.971935139524146,-0.0264399074496435,0.806824490982457,0.00211332766169145,0.984409267681099,-0.000964673312310858,0.992882926721334,0.0603544392103477,0.576442166121793,0.0995269889050325,0.356221019363131,0.0705758243509077,0.513492569245177,0.0994187292557125,0.356747047371009,-0.0504091044623402,0.640918708023531,0.0432637555923274,0.688983775913314,0.0976986762894279,0.365169100362993,0.0448163410542196,0.678426126352313,0.0166710400809059,0.877481349231296,0.0208558082823405,0.847062033973637,0.0572648236175278,0.596149409389697
s__Parabacteroides_sp_426_9,-0.0758724076006456,0.482315527874185,-0.154830305326876,0.149762379517967,-0.2558583710931,0.0161264543951814,-0.182468382972349,0.0888402253880912,0.00571509160052694,0.957854474729349,-0.101475117631001,0.346837394419568,-0.104228838621323,0.333839853108329,-0.0273294028486973,0.800458283629498,-0.125019050557177,0.245815257277952,-0.150036035732465,0.162940417653126,-0.0185179181213229,0.864031651378991,-0.0542233634128274,0.615838698268425,-0.116962966741487,0.277810204278244,-0.01340992060172,0.901312825305328,-0.075388895255259,0.485119023267795,-0.118965104135034,0.269610182922125,-0.056313514616894,0.602277525675439,-0.0759557035753657,0.481833437390223,-0.0498655053576205,0.64452695093275,-0.0615996795305525,0.568585639352297,-0.0863781366274731,0.42358909779303,0.177815849072376,0.0974291171760119,-0.0808426824794504,0.454004916985268,-0.10532510215665,0.328752549109943,-0.0933187139400572,0.387159820492526,-0.0705465476243875,0.513667717529952,-0.0430075784598954,0.690731592669628
s__Gemella_morbillorum,0.0132573116474945,0.902430366793351,0.070863756279421,0.51177164263794,0.0248350282742698,0.818342369680734,-0.0358479422704587,0.740205033784708,-0.0136170927769499,0.899796030171173,0.022712342323162,0.833635411933027,-0.040198561526294,0.710001197941827,0.0105341841282929,0.922401481804402,0.0460710690035709,0.669938881608865,0.0176951946099892,0.870018505845605,0.0501256047722812,0.642799458175235,0.0233576709104502,0.828979272130652,0.0582985446744907,0.589522247420954,0.111259921799783,0.302074195641914,0.0818706559328861,0.448266721246786,0.0906344957016894,0.401020258844141,0.107445556974895,0.319053330106223,0.164659848740152,0.125264735867621,0.158077355124834,0.141301924265001,0.0561806764303834,0.603135453129335,0.230259031985249,0.0309102080584493,0.155874573393642,0.147001030374678,-0.161119354057365,0.133707921737944,0.0947262642398654,0.380007879065793,0.146482492429168,0.173248901651723,0.0856308463855503,0.427625500557503,0.158532891194718,0.140144448992706
s__Gemella_sanguinis,-0.0878602410659753,0.415648806072472,-0.00112108639713411,0.991728995198177,0.0746213402884037,0.489587196747978,0.018465733016884,0.864411171728679,-0.0468383205586965,0.664769269996879,0.0213263320530066,0.843654875385078,-0.0227389308895021,0.833443457124175,-0.0997857497290092,0.354965661506344,-0.0266490923769922,0.805326185830535,-0.0519253404311385,0.630898576399325,-0.0586158086732812,0.587494989401716,-0.081779686852919,0.448772876966072,-0.0908854466368265,0.399712159732958,-0.000242273336356224,0.998212557439036,-0.0269026659226674,0.803510885015638,-0.0380771008618098,0.724676747019067,-0.0816946988155022,0.449246041727148,0.0385030799416564,0.721721781166315,0.0313432848463138,0.771897912333244,-0.0439445454415973,0.684346899895105,0.166919201535398,0.120094093826412,0.0452625684518807,0.67540308780001,-0.102309800347521,0.342864698119827,0.0192458714867062,0.858740803398283,-0.0127654153849437,0.906033760506355,0.055495552530755,0.607568833755125,-0.0669006262113727,0.535715740212296
s__Lactobacillus_crispatus,0.00305074598631552,0.977495141070065,0.16278502815041,0.129683362052543,0.14231352912101,0.185943763753735,0.0416399019025352,0.700090056212646,0.0465518583340927,0.666697588617119,0.00984856295295324,0.927437829762593,0.0490982909525928,0.649633497765113,0.0701002151402878,0.516341683301516,0.127617542838852,0.236059619699781,0.10370143468152,0.33630499169655,0.0756896208759318,0.483374341266847,0.0517256990044611,0.632214164740156,0.062540591751378,0.562682750612158,0.0881730031685399,0.413984305560625,0.0176603715167243,0.870272073058246,0.0163347434621372,0.879934254672719,0.0277197403727611,0.797668678456216,0.153245637729718,0.154026697422984,0.119987176978944,0.265487691713532,0.0399281535441414,0.711866055244665,0.0442196376252892,0.682476539677839,0.192007456050042,0.0731088529530378,0.109990667392566,0.307657272105658,0.0535956514903311,0.619936951358943,0.0855484816196656,0.428071726683852,0.0240723144463157,0.823829900030901,0.0217199507208483,0.840806806011075
s__Lactobacillus_mucosae,0.0860417174303304,0.425403510478886,0.0760305215222702,0.481400634645339,-0.0681583809984582,0.528057116746941,-0.0246657982221846,0.819559191856442,0.0423836342776564,0.694995336327938,0.0144703461647347,0.893552849067622,0.00491590891274735,0.96374367807164,0.0637679306205361,0.555026902393399,0.0913422474452075,0.397337535620043,0.00567014219290214,0.958185651369859,0.13347454997518,0.215065951880498,0.0691316976691163,0.522168330803492,0.0483855673366363,0.654391895897605,0.115875332950671,0.282333966651952,0.0801942821665788,0.457645142691558,0.055056430253831,0.610417847211746,-0.0389285432940725,0.718774459803821,0.0288011807711855,0.789953353874131,0.0598478101677752,0.579652945732406,0.0650158603405827,0.547294261691867,0.0564531679644608,0.601376165887179,0.216422006736918,0.0428406567986901,0.020523606716881,0.84946926974171,0.0418973523004042,0.698324953255616,0.0958646523626749,0.374282356864809,0.0532304000474144,0.622326992406957,0.030547711223154,0.777535983319641
