,BMI_estimate,BMI_p.value,wasit_estimate,wasit_p.value,SBP_estimate,SBP_p.value,DBP_estimate,DBP_p.value,HR_estimate,HR_p.value,RASBP_estimate,RASBP_p.value,RAMSBP_estimate,RAMSBP_p.value,RADBP_estimate,RADBP_p.value,LASBP_estimate,LASBP_p.value,LAMSBP_estimate,LAMSBP_p.value,LADBP_estimate,LADBP_p.value,RLSBP_estimate,RLSBP_p.value,RLMSBP_estimate,RLMSBP_p.value,RLDBP_estimate,RLDBP_p.value,LLSBP_estimate,LLSBP_p.value,LLMSBP_estimate,LLMSBP_p.value,LLDBP_estimate,LLDBP_p.value,hrbpm_estimate,hrbpm_p.value,RbaPWV_estimate,RbaPWV_p.value,LbaPWV_estimate,LbaPWV_p.value,RABI_estimate,RABI_p.value,LABI_estimate,LABI_p.value,Cardiovascular_incidence_estimate,Cardiovascular_incidence_p.value,TG_estimate,TG_p.value,TC_estimate,TC_p.value,HDLC_estimate,HDLC_p.value,LDLC_estimate,LDLC_p.value,Glum_estimate,Glum_p.value
s__Prevotella_sp_CAG_520,0.0314459956072798,0.769874149693984,-0.0687246059339955,0.522212574604351,0.0926611407099387,0.387771421200602,-0.0498574917372398,0.642651912940002,0.0187969025322182,0.861206756119908,0.051216710243537,0.633604216755359,0.0453096342767904,0.673299331646391,0.0342925446478706,0.749699454535158,0.0908007875221486,0.39741140658004,0.111952463562919,0.29624726536286,0.0471318387631062,0.660952070537969,0.0715806502553905,0.505027621934087,0.06408368253997,0.550753399598053,0.0483721844370799,0.652598797758571,0.0367073563450639,0.732715012474489,0.0875454784239585,0.414617428045879,0.0449725332648324,0.675593166141762,0.10822690016069,0.312712851501678,0.153769496897019,0.150228947000937,0.155165613588878,0.14651669875219,-0.0374109125196135,0.727790273112389,-0.141758309692732,0.185123819526953,0.205314398813901,0.0535861476259187,-0.0780839020384236,0.467017671244304,0.280539837405297,0.00774715869748165,0.109897881385689,0.305255883064949,0.175603245674728,0.099756325949111,0.0774023890137963,0.470926349245127
s__Prevotella_stercorea,0.0591456231202096,0.581926320223408,-0.0583705425720389,0.586891818795729,0.0935620310451487,0.383153960106533,-0.0501447419187821,0.640735415151872,0.0103614742336333,0.923226181685207,0.0725912812234402,0.499017531582657,0.065464654537051,0.542182434729443,0.0471767249171695,0.660649046089491,0.0967954026206982,0.366855931923429,0.112317980001791,0.294663114102937,0.054324649498038,0.613118948701857,0.0738781234832465,0.491419245688968,0.0744357624450823,0.488145673378802,0.0624445673336316,0.561010787973085,0.0464585637382939,0.665503850490448,0.103497252767368,0.334452942159042,0.0578964252625637,0.589938692515576,0.120350089653009,0.261259550549712,0.163037831104488,0.126863878166377,0.165647924421492,0.120813886977549,-0.0386926008352654,0.718847189927756,-0.134212687488608,0.209862786479495,0.19824945225759,0.0625505129318328,-0.109769177117383,0.305826087121797,0.273046590933885,0.00962843247610476,0.108592293249239,0.311072251427368,0.175694627507217,0.0995773145912999,0.0843475856667462,0.431933980242012
s__Prevotella_timonensis,-0.117486727493114,0.272859302142182,-0.0752644313861203,0.483302471606908,-0.0763487936844771,0.477003777458529,-0.0381989893150105,0.722287003053414,-0.0671645124080816,0.531722877219124,0.126587852496472,0.237163053018256,0.0951646274508406,0.375022192086618,0.123637446093895,0.248360888679824,0.0994980767673762,0.353564121729299,0.0479873780851965,0.655185811376477,0.0673155566907891,0.530798357321744,0.0366843347110345,0.732876342990628,0.106672754843935,0.319753342065942,0.109853991372,0.305450252957666,0.0522553832574448,0.626726261694113,0.123155661135267,0.250223388216478,0.0958525971745417,0.371563747995653,-0.0695560876136725,0.517179212946794,0.0252120695233372,0.814577371782726,0.0534046490227129,0.619152990594888,-0.198232712416458,0.0625731173469021,-0.116612153113353,0.276470255585458,-0.0177205172472764,0.869081988176267,0.0621205641447384,0.563049063108705,0.129029953857728,0.228163445093545,0.0278397684528102,0.795652819620566,0.0891464688377888,0.406101875350872,-0.161964422775051,0.129418152689375
s__Alistipes_finegoldii,-0.00721744778825568,0.94648013743863,0.0849817532621331,0.428467620441662,0.0157678483449058,0.883400537066336,0.0744378328543428,0.488133540789953,-0.0229032421065411,0.831294036818087,0.0871687566739316,0.416636156711105,0.123277142930134,0.24975285885866,0.137014140499931,0.200417186685055,0.0498308138914924,0.642830023167581,0.108560331920905,0.311215533405361,0.151926835504118,0.155235867602405,0.0625065000069687,0.560621574946921,0.104115298206649,0.331558937151489,0.136930719283089,0.200693975745069,0.0289826409562699,0.787457935975731,0.0907811944161984,0.397513683848289,0.127971646701985,0.23203371173035,0.0259288787387007,0.809403898664384,0.170798602106325,0.109528616501449,0.107885065343429,0.314252736452712,0.0878298887180376,0.413097138414262,-0.0325809458514796,0.761811075818239,0.0211605291736362,0.843962139789528,0.140957996873831,0.187642407005543,-0.0793800647536131,0.45963283504562,0.0213194555204661,0.842805178432199,-0.0250816892844487,0.815519235140504,-0.0367471242868141,0.732436354878443
s__Alistipes_indistinctus,-0.163592849129397,0.125558374594033,-0.0185586132037833,0.862949028548338,-0.21017355371411,0.048054749991298,-0.266086326167958,0.0117228141833371,0.00141411001331854,0.989506445146619,-0.0683769804957755,0.524324229669384,-0.0853496341919177,0.426464093925507,-0.0644722134826967,0.548335383725155,-0.0846223869192486,0.430429960522649,-0.13051991313934,0.222791552025177,-0.0945143222425009,0.378309202520039,-0.0717258053174983,0.504162105127847,-0.116225349376314,0.278077459527738,-0.143234383421462,0.180543231689178,-0.0736254170621722,0.492906542091656,-0.0805877149914883,0.452810516223113,-0.103953388802006,0.332315537487932,-0.022220304212567,0.836253496663739,-0.0653121363576391,0.543125814163738,-0.10485062544198,0.328136547432913,0.041091318826617,0.702212023910494,0.0114624540292763,0.915097289553509,0.0756701696197202,0.480940494324983,-0.0204739827909062,0.848963872485713,-0.131636003941545,0.218826310356886,-0.156800093930914,0.14225876325722,-0.0536161949326693,0.617763262285289,-0.0384459496532733,0.720565324678318
s__Alistipes_onderdonkii,0.0920010230641291,0.391175875397943,0.0764197098106124,0.476593393874233,0.0218988613226808,0.838590026525217,0.0536553096506862,0.617506449315729,0.054346685476844,0.612974733789951,0.094837133644035,0.37667535768242,0.0723204433661783,0.500624497171018,0.120649530376898,0.260066137057119,0.0726102833109407,0.498904887462747,0.09152216268096,0.393656646811886,0.114154276064627,0.286789132614511,0.0366053872433651,0.733429677407592,0.103475530809682,0.334554945663482,0.0882671371674387,0.410766205746389,0.0996190375310056,0.352976315247274,0.114266278275832,0.286313430896987,0.0247692369166772,0.817777446538686,0.0303983923559148,0.777338462588227,0.0376484667010118,0.726129925497466,-0.0374830150074392,0.727286190976303,0.0225091164580878,0.8341553645643,0.0548604877955429,0.60961632733295,-0.0831105765592733,0.438741210658945,0.0198879492661313,0.853238073508895,-0.0870610704150351,0.417214257514823,-0.0672200611293958,0.53138277844211,-0.0162120358968891,0.880139933190275,-0.0125630592716311,0.906979874543779
s__Alistipes_putredinis,-0.146956989230017,0.16935952974289,0.0342545893438895,0.749967389779069,-0.217514224853259,0.0405990175009851,-0.158189265020996,0.138713845007953,0.0510194172880046,0.634914211701339,-0.015410835021724,0.886022640044082,-0.058836743873671,0.583902820754383,-0.0112275541854556,0.916830928213836,0.00637851387359692,0.952693481844375,-0.096796857433439,0.366848695798561,-0.0502145394600306,0.640270089180354,0.0329143442308323,0.759447277289967,-0.0361403275107715,0.736691985736279,-0.0643460614405312,0.549119923660441,-0.0176116045475629,0.86987955843085,-0.0325758264499772,0.761847389528481,-0.0586097198851915,0.585357489841398,-0.114276087490224,0.286271793641117,-0.00808981026493748,0.940022609143457,-0.0304451595831952,0.777004803231056,0.062809160201339,0.558721371683581,-0.127864090041071,0.232429598347574,0.137927409930386,0.197404879458398,0.0755892916077284,0.481410826598197,0.0141836910978085,0.895044645550114,-0.0324333754377139,0.76285805091544,0.0442050562050487,0.680826559211759,0.00306426772594321,0.977263653346401
s__Alistipes_shahii,-0.0477775799766568,0.656597979932747,0.0645793577070739,0.54766948101892,-0.14651772944374,0.170651962229291,-0.0776066468530264,0.469753012367586,0.0302910270683803,0.778104609546809,-0.0146989287631082,0.891254907412967,-0.0388499346386973,0.717751954881822,-0.0131100366084608,0.902949188263607,0.018748660041819,0.861559431841562,0.00141385756643701,0.989508318349641,0.0184571893055141,0.863690797175654,0.0349599488242134,0.744992970046009,0.00717220542183344,0.946815134937457,-0.0390138999999255,0.716611162414864,0.0120988842499484,0.910402240524426,-0.0297587995751209,0.781905643718587,-0.0427165452860577,0.691019619816734,0.0561929612190451,0.60094447602311,0.0738881098100062,0.49136052012445,0.0387476064519486,0.718464219140232,0.153993788250862,0.149627855512305,-0.0417442196664005,0.697707917807601,-0.0165697632594345,0.877515447440417,0.0786003690568118,0.464067397946749,0.0176607421934935,0.869519706144411,-0.0346140870796082,0.747430805919935,0.0289977973675582,0.787349411099189,0.0405328264664402,0.706073022376437
s__Alistipes_timonensis,-0.199577862215249,0.0607777600579356,-0.0695483385909085,0.51722600731535,-0.00224642107297287,0.983330911212175,-0.0497766774192627,0.643191518383774,-0.0863485724904994,0.421050908604754,0.244409048000355,0.0209835352236859,0.215911086989293,0.0421392052660481,0.180442402175854,0.0906181934644042,0.23286988317131,0.0280833277447207,0.16119980134266,0.131261442015779,0.136970542602789,0.20056180900541,0.214602884308152,0.0434317556855301,0.19475016262824,0.0674220792482369,0.103181274636405,0.335938675502912,0.284600563939381,0.00686955168406726,0.182948198837622,0.0861535229485158,0.105181370664813,0.326604548647369,-0.134737476117693,0.208069687748169,0.163276232784641,0.126301847721882,0.158293387926815,0.138450860023181,0.0854337073558069,0.4260069755425,0.269711011088712,0.0105872570592866,0.120555681602068,0.260439769393093,-0.217041326858355,0.0410483916244665,-0.12265989362156,0.252149924892946,0.142319594085243,0.183372175735166,-0.216445149305269,0.0416208061444627,-0.113760082629804,0.288467540390636
s__Parabacteroides_distasonis,-0.150887825827549,0.158113426658124,-0.0510266215769466,0.634866356531283,-0.211276903400962,0.0468667742256784,-0.0590386440871931,0.582610525112612,-0.0241743563204242,0.822080969124706,-0.0778829355611198,0.468168431471364,-0.0434131226803773,0.686242592028315,-0.0614173228368709,0.567485129709191,-0.0891597257269699,0.406031794102608,-0.128804613902963,0.228983710747919,-0.0807674955359439,0.451799718985823,-0.109018476193896,0.309165769415934,-0.123051646900885,0.25062674447484,-0.103973270386015,0.332222572149971,-0.125745368184292,0.240324190879845,-0.115879481254588,0.279519854740765,-0.139593087778922,0.191994957212617,-0.0491200117110833,0.647582980064741,-0.0981153276611882,0.360326708331187,-0.1179149517651,0.271102857761051,-0.125829083958909,0.240008776642111,-0.132563779184765,0.21556823558774,-0.0441971107916534,0.680880818221008,0.070712230840579,0.510221775506107,-0.0227802843576286,0.83218646848686,-0.131435335501341,0.219535546432624,0.0138845142369121,0.897246273505347,0.0707183357746209,0.510185165351008
s__Parabacteroides_goldsteinii,-0.0840380095850624,0.433631904908633,-0.00470344511946701,0.96510752856765,0.0087150406395897,0.935396796350248,0.0519329496461414,0.628857999511762,-0.0532008942487504,0.620492801853897,0.0467696643160492,0.66339908886607,0.0046757520048405,0.96531284211961,0.0698399310867102,0.515466640549865,0.0384087225571899,0.720824763689143,-0.0419190332497188,0.696503713833578,0.00292962180580159,0.978262454724951,0.0349153849045328,0.745306942370889,-0.0988996883434357,0.356480914622914,-0.0580209414540144,0.589137806835493,0.00539375773404625,0.959990399599551,-0.0394626284831124,0.713492306901864,-0.039349238504048,0.714279974145421,-0.13222789854324,0.216743761409542,0.0212296051315838,0.843459235774129,0.0373311488358181,0.728348050964695,-0.0563749707117214,0.599764205258585,-0.16870642355648,0.114009635494286,0.196833474898627,0.0644861547135027,0.0452914964221684,0.673422676579078,0.0773023280861795,0.471501717733081,-0.0024069612067048,0.982139846374952,0.103874364102434,0.332685216454357,-0.0274142068278704,0.798709998524991
s__Parabacteroides_gordonii,-0.120359827379042,0.261220682654283,-0.12744042125741,0.233993587795406,-0.0689211805926818,0.521020383613174,-0.17972422982458,0.0919309483178008,0.112466623996899,0.294020488392423,0.0277444722173821,0.796337149250594,-0.0269419732513362,0.802106013745202,-0.031060339505424,0.772619604867311,0.0382691475478381,0.721797755538654,0.0567835618267189,0.597118391623154,0.0186408788845732,0.862347461642733,0.119763191479409,0.263609397144776,0.0848168982613038,0.429367184766155,-0.00652596959597173,0.951601174354192,0.106864108543757,0.318881026270356,0.0503761482216672,0.639193210128936,0.0283923851725109,0.791687496031916,0.100600184933536,0.348230917862212,0.0963303611987761,0.369173491039014,0.0750746090965158,0.484409630008366,0.0931162832267826,0.385434463754048,0.118581875737264,0.268382530452084,0.109152053514927,0.308569791376761,-0.0199065314369207,0.853102479840939,0.10009241848805,0.350681774346807,0.131244871091,0.220210216049766,0.0440270933423883,0.682042251182173,0.025418914187744,0.813083672175615
s__Parabacteroides_johnsonii,-0.0967291443583668,0.367185588008679,-0.0221410274872794,0.836829618633518,-0.0778728411747905,0.468226273913689,0.00314557157198335,0.976660559521661,-0.00302380261759738,0.977563819290341,0.0407850044837099,0.704328724544583,0.0656665072661549,0.540935139435243,0.0765023806992188,0.476115226806075,0.0499893976691536,0.64177156159849,0.0331392357626928,0.757854038383387,0.0768696862801368,0.47399386495541,-0.0249870866831388,0.816202805899684,0.00558503114883192,0.95857281136259,0.00413901553840014,0.969292574435598,-0.0884985677714207,0.409535582814011,-0.024417760657447,0.820319474556834,-0.0146856842718247,0.891352294703526,-0.0517667903493907,0.629957734855688,0.0205863689976476,0.848144684690066,0.0299260187777954,0.780710850279667,-0.0478366498996186,0.656200253150532,-0.208744075095502,0.0496307310281732,-0.0711626007835268,0.507524619276626,-0.0240590487940176,0.822915747291089,-0.0590951935098227,0.582248806485713,0.00638559040066774,0.952641059056395,-0.0656252333568538,0.541190065953216,-0.0804260645389144,0.453720449387678
s__Parabacteroides_merdae,-0.133439182538757,0.212525697996233,-0.069229731718778,0.51915185617461,-0.110345402121458,0.303278610619526,-0.117854919171455,0.271348633160334,0.0861314273595551,0.422224221955125,-0.0201610327206841,0.851245820751524,0.0133219492941896,0.901388254360879,-0.00150678889204536,0.988818754477084,0.00820805136623708,0.939147636501606,0.0132156308516158,0.902171342057683,4.2685964471599e-06,0.999968323525414,-0.0228578475183335,0.831623487510004,-0.0382558126940578,0.721890737365999,-0.060131974097775,0.57563537796754,-0.0698540942366997,0.51538126288006,-0.0412337641507192,0.701228466287127,-0.0536021345191141,0.617855589051907,0.039834174574852,0.710913455668946,0.0540783880318895,0.614731612182167,0.0352794991470488,0.742742820390311,0.105199061775004,0.326522732986197,-0.0445664844977503,0.678360095300544,0.0193739627183835,0.856990296811439,0.0302629141940285,0.778305254999631,0.0328775694884301,0.759707902772138,0.0743263884594779,0.488786831603111,-0.0159394819021735,0.882140410316005,0.0221425292770228,0.836818703986211
s__Parabacteroides_sp_426_9,0.0216539967126158,0.840370857940926,-0.0252883274903348,0.814026608221604,-0.142148429798093,0.183905057780861,-0.235528061731892,0.0262890998604833,-0.183437362439123,0.0853026838496824,0.0125387092443181,0.90715936586355,-0.0895133870996792,0.404164819058903,-0.0861789254239581,0.421967412042696,-0.0178805198261689,0.867910523115548,-0.109975239517057,0.304913493690628,-0.124950994079599,0.2433314241088,-0.0103228800166868,0.92351128327635,-0.0431966845819258,0.687725585520849,-0.0966421958327273,0.367618459891145,-0.00527939253808489,0.960838056186776,-0.0642963306949507,0.549429348785857,-0.100703636671114,0.347732898329707,-0.0525655447677029,0.62467854618637,-0.0659485081917219,0.539194952184337,-0.043065241933737,0.688626782851303,-0.0626083297927067,0.559981909846855,-0.087156844593546,0.416700082439761,0.1788550680316,0.0935397272600169,-0.0637342293246714,0.55293261041337,-0.103070932758947,0.336458486299821,-0.0931564966794266,0.385228392691898,-0.0621196797932587,0.5630546312851,-0.0363404527259787,0.735287568678369
s__Gemella_morbillorum,0.132715604334855,0.215038356689348,0.116670871662864,0.276226819941282,0.105237875413369,0.326343278317136,0.0656637739856105,0.54095201960124,-0.0439504705144409,0.682565923697491,0.0310501115649091,0.772692455012179,0.0630625341785032,0.557132972138065,0.0180429806012205,0.866721351821757,0.0567770889452355,0.597160265785924,0.0884229700550031,0.409937333463024,0.0744329302700656,0.488162270170355,0.0907270353425003,0.39779647880047,0.0681556322345914,0.525671049196916,0.108714474973435,0.310524907520186,0.148711267199602,0.16426981681812,0.119754095565059,0.263645928122399,0.134961182282752,0.207308655976329,0.124613142135897,0.244618260521917,0.195492524974466,0.06636374642612,0.184321071824134,0.0837825160531014,0.0488509257153174,0.649385994947012,0.222715984530309,0.0359208701990879,0.174954554134015,0.101034332219326,-0.0873707760774803,0.415552893217617,0.104861087770528,0.32808801629699,0.0707150919879417,0.510204617568889,0.117407676223173,0.273184380614237,0.184975107405581,0.0826713764616927
s__Gemella_sanguinis,0.0031454760963402,0.9766612677311,-0.0473401050907733,0.659546535611221,-0.000175327750040256,0.998698925356339,0.0717261036699402,0.504160326932479,0.0182265186865252,0.865378256664179,-0.0431770323280996,0.687860297669752,0.021234759736647,0.843421710444858,-0.0194527831429616,0.856414680700053,-0.0922003936278231,0.390145777932108,-0.0239525098162309,0.823687219943812,-0.0451779711660899,0.674194891348971,-0.0542873982910673,0.613362773453033,-0.0755007942896363,0.481925749352812,-0.0809291955978363,0.450891649329382,0.000837513006194598,0.993785030706451,-0.024433955029561,0.820202308881386,-0.033735824304374,0.753632430977811,-0.0803748599593019,0.454008892076022,0.0376739585433383,0.725951829215914,0.031163539928289,0.771884653591059,-0.0440475060843477,0.681902767316512,0.166657932842569,0.118533228182533,0.0451317694793732,0.674509258365003,-0.091080268270247,0.39595419731667,0.0194438721777375,0.85647975265391,-0.0128276554850851,0.905029759713959,0.0543001413743783,0.613279359903866,-0.0640651875009291,0.550868631590214
s__Lactobacillus_crispatus,-0.0697776047335908,0.515842439205491,-0.0556863942547784,0.604234807256389,0.135671974522534,0.20490376929329,0.112292216117796,0.294774591892778,0.0459183354586334,0.669164935910671,0.0208137691414444,0.846487649268008,-0.0125923957861054,0.906763632539111,0.0160822857809293,0.881092173148673,0.0406767583482895,0.705077268993269,0.0956416074415299,0.37262232693236,0.0619141937460828,0.564349148142871,0.048222248021213,0.653606318874073,0.023900538474896,0.824063616903535,0.0268125149381035,0.803037643581611,0.0591226887007719,0.582072970621749,-0.00593016511596901,0.956015242194748,-0.0126011740208058,0.906698928725514,0.0172423453334358,0.87258461586423,0.124909256603416,0.243490143444377,0.0990565642287713,0.355714799224,0.0433335706206485,0.686787530301678,0.0468748172138454,0.662688262167115,0.176747348374662,0.0975332109522253,0.0692094828778376,0.519274375014366,0.0473215166423675,0.65967193628441,0.107508292325061,0.315955676896166,0.00438482286649639,0.967469891148496,0.00381546280019789,0.971691985682033
s__Lactobacillus_mucosae,-0.0708230988651568,0.509557131010171,-0.0095037207969173,0.929564762668116,0.0524346337473203,0.625542486998897,-0.08702708706467,0.417396789477643,-0.0200214755841945,0.852263830006734,0.0165406584498371,0.877728927377827,-0.00854470955865418,0.936656797469301,-0.0245503486143407,0.81936032181975,0.0343947773106032,0.748977918291603,0.0612859208375387,0.568315837209503,-0.0262542214530638,0.80705846533927,0.10227701386664,0.340213545388441,0.0397940466741726,0.711191822053128,0.0135834510943954,0.899462567495726,0.0847616673617114,0.429668804245829,0.0527451403907505,0.623494138150916,0.0224662673655189,0.83446657712079,-0.0486896202950244,0.65046779362699,0.00616667531576138,0.95426287029256,0.0406169244476087,0.705491153301121,0.0683761096871118,0.524329524800785,0.0591064844994142,0.582176595966636,0.200547181197119,0.0595101996788754,-0.0118699885939393,0.912090495471265,0.0356020096090215,0.740474014577139,0.117178259067323,0.274129274087996,0.0321178545685991,0.765098020873353,0.0120908254385871,0.910461672814893
s__Lactobacillus_rogosae,0.0417552281802512,0.69763206351078,0.170217832818129,0.110758558876661,0.160623744368148,0.132663314941722,0.0277848951965213,0.796046849886597,-0.0174465822893175,0.871088267920341,0.171256188192728,0.108567043003994,0.190410969613874,0.0738841415285593,0.194609424992446,0.0676242493487294,0.176555200453165,0.0979038319195213,0.130157652346034,0.224089386390504,0.141325285993157,0.186483478333521,0.211316344638902,0.0468247614797139,0.0996760047372812,0.352699694728799,0.087773139529258,0.413400226702026,0.22189232258483,0.0366300228507428,0.131550322169529,0.219128943168524,0.156067038368876,0.144156730332805,0.111755839611076,0.29710174738567,0.195035186412138,0.0670141386720786,0.215179247662761,0.0428582890255208,0.176731620071824,0.0975635067329846,0.178725769698183,0.093780937325593,0.128712651559674,0.229319057123832,-0.0651862628608178,0.543904991245387,-0.0966373321995357,0.367642682634221,-0.0961178213303961,0.370235667069164,-0.0936516232846674,0.382696576846402,-0.138691708976736,0.19490907191455
s__Lactobacillus_salivarius,-0.130358992052601,0.223367413313463,-0.0611751045611944,0.569016848102801,0.113103745096943,0.291276521369751,0.0516408020833044,0.630792133515987,0.0519712362747025,0.628604711687703,-0.0788787792377406,0.462481243582241,-0.0751644057975678,0.483885713022834,-0.00306492692731488,0.977258763485607,-0.0442912033395997,0.680238367050989,0.0510984513012094,0.634389302818725,0.063026492054463,0.557358788029736,0.0312266692370762,0.771435171513111,0.00272764911769304,0.979760747354423,0.0236107324779201,0.826163233097023,0.0475404739126628,0.658195412610853,0.00184695370144216,0.986294756240784,0.00232738499343549,0.982730226290573,0.0534537261528593,0.618830464184292,0.0485989471999633,0.651076212979614,0.0451220920209151,0.674575113116174,0.253091812136986,0.0167107833243856,0.237723748988571,0.0248813588838134,0.25249326634718,0.0169791119979167,-0.109405982927423,0.307438901805968,0.0206205166740255,0.847895812720565,0.101541264359777,0.343716941553414,0.0561779479774595,0.601041877887561,0.0999665911237165,0.351290767731299
s__Sharpea_azabuensis,0.0755512940205168,0.481631879982476,0.143777702786436,0.178878190900386,0.199113603577251,0.0613926010205129,0.199909262329537,0.0603419441987147,0.0295449100296322,0.783434637253636,0.140327427244727,0.189644247525165,0.153526847196552,0.150881273685954,0.192599039421776,0.0705660320194607,0.175595056922898,0.0997723795126178,0.171525241379587,0.108004725114172,0.214205933344063,0.0438304042517683,0.1701861470195,0.110825969494652,0.197732309311541,0.0632519006564582,0.132878217117795,0.214471851989779,0.187936832129875,0.0777858260323567,0.175327829377019,0.100297375307348,0.153479073380332,0.151009955850294,0.0357814279462682,0.739212795503929,0.176108661234675,0.0987694011470058,0.195648493253721,0.0661431120598078,0.0160670456272652,0.881204032203274,0.060200689958651,0.575198287309284,0.072685051769892,0.498461789987723,-0.0301305868072411,0.779249888636068,0.0321256434398021,0.765042702188867,0.103795416592282,0.333054794788429,-0.00184038932404822,0.986343462249738,-0.106179019021954,0.322011191167099
s__Streptococcus_anginosus_group,-0.194275311583498,0.0681061674590609,-0.151351117030297,0.156825466500733,0.216283643938794,0.0417770121903924,0.00406569656172264,0.969836272139647,0.046425713200709,0.665726253533301,0.079616868328608,0.458290632171948,0.103418430081685,0.334823177259489,0.0326294597923633,0.761466975015683,0.0943239894193695,0.379274540139505,0.176760993424278,0.0975069339092844,0.0666453148447479,0.53490691257139,0.211954082737562,0.0461497550193806,0.16523587196563,0.121753958308678,0.103037270350288,0.336617168081991,0.227505336398967,0.0320215071045213,0.211509183413049,0.0466197979726719,0.140301526302888,0.189726803399763,0.0850507041213878,0.428091696058793,0.152036174116982,0.154935339126825,0.180104868781825,0.0912333168174259,0.195172751064595,0.0668179647213448,0.330476850148174,0.00156146898987046,0.173883659196433,0.103172136998606,-0.213424533286612,0.0446240184991883,-0.0158755600933718,0.882609687609817,0.170423281714351,0.110322243928553,-0.0745146485859723,0.487683513936592,-0.0177873001186091,0.868593000319669
s__Streptococcus_australis,-0.183482678135295,0.0852242018951878,-0.180275068025109,0.0909227334457095,0.19680217166063,0.064529488906735,0.162379711547357,0.128425319747964,0.103506546987799,0.334409303719955,0.0535723072098263,0.618051467724016,0.133545674845398,0.212157664910103,0.0376243181559884,0.72629865038288,0.0333714785068632,0.756209780195936,0.112570071678748,0.293573803221779,0.0275556029205162,0.79769388863919,0.0679817188770675,0.52673046363644,0.103232673242456,0.335696714726109,0.0531145765672233,0.621060766682061,0.113357914773591,0.29018659426174,0.0889907924817442,0.406925374068602,0.0832594838060843,0.437918585033409,0.122274116749243,0.253656053747612,0.153050903525964,0.152166932771907,0.177387554296242,0.0963063082477884,0.0346165521163658,0.747413422080139,0.244501127446666,0.0209337278313625,0.129494336702144,0.226479525450329,-0.15012353057697,0.160255363882027,0.0905164116444362,0.398897395671557,0.196369177229461,0.065131324679853,-0.0117162846196186,0.913224381984516,-0.0525869913246378,0.624537058961511
s__Streptococcus_cristatus,-0.138058464390126,0.196975298348105,-0.112886182625774,0.292211615513558,0.0267926723899673,0.803180462232943,-0.0994771852949913,0.353665704975269,-0.249894042518985,0.0181878812904605,-0.177332011207443,0.0964122689878457,-0.160748277215264,0.13235929491441,-0.186072941301455,0.0808326833574276,-0.203147772135185,0.0562156264357621,-0.104630633232369,0.329158075068675,-0.113554096768042,0.289347175935693,-0.150946699440221,0.157949321458612,-0.12375728108189,0.247899110619335,-0.104362182688389,0.330407357759485,-0.106344373883488,0.321253889011962,-0.176709158867208,0.0976067842087537,-0.0938702046649955,0.381582063130489,0.00524271501167736,0.961109913419697,-0.0384204766485139,0.720742844947401,-0.0616042835595373,0.566304172479385,0.106936200886502,0.318552779449908,0.273034401240034,0.00963179312501641,0.174777973251191,0.101384429338447,-0.108097613612064,0.313294681601041,-0.02555215468002,0.81212184805528,0.0904879088269505,0.399046516436677,-0.0649344269394698,0.545465533994587,-0.176577015092314,0.0978616996016557
s__Streptococcus_gordonii,-0.0775730501784727,0.46994589563797,-0.0268463181616577,0.802794356510443,0.0766148532080289,0.47546510275296,-0.00884455290402818,0.934438853137975,-0.0686690430687368,0.522549803273759,-0.0972925677128849,0.364388163990437,-0.0713544342527914,0.506378013317257,-0.122243456796698,0.253776018091664,-0.0921733010719479,0.390285663131823,-0.0161913905607987,0.88029143856791,-0.0697138122334625,0.516227222628904,-0.00276560537654326,0.979479171184766,-0.0212143833968945,0.843570051462981,0.0249122769688729,0.816743456384044,0.0114014995600021,0.91554711593162,-0.0108346034387567,0.919731899912769,-0.0380685919919363,0.723196623471757,-0.0696541558829387,0.516587189918996,0.0488278632224417,0.649540619671277,0.0601974631738839,0.57521880892377,0.111220406686448,0.299436815474646,0.224560786585605,0.0343741960594102,0.202961154165128,0.056446964678094,-0.171619709049147,0.107807827088237,0.189034269323355,0.0760353051392772,0.102528979810384,0.3390189545301,0.187817249453569,0.077978505005536,-0.0254858960667521,0.8126001148699
s__Streptococcus_infantis,-0.260071514932523,0.013842005480992,-0.248320905675923,0.0189548611937765,-0.00679517492384313,0.949607214411752,-0.0173639699625439,0.871693475213046,0.0556463956790397,0.604494950342141,-0.215503667876751,0.0425382753702941,-0.189116246119034,0.0759058220081636,-0.254276995215111,0.0161902428138314,-0.278738739399848,0.00816703281931968,-0.163242566946638,0.12638109898983,-0.215360143718525,0.0426796042966075,-0.263173057114359,0.0127110447520156,-0.214501362465208,0.043533424136598,-0.200010923150583,0.0602087639936618,-0.223520582681517,0.0352392742009983,-0.178383397342927,0.0944220114696309,-0.137297924748062,0.199477649469691,0.121283452724514,0.257551903887059,-0.00443001537427248,0.967134802563287,0.0404345760683844,0.706753025104183,-0.0681474246762196,0.525721022455627,0.102619525426581,0.338590317211693,0.134931970620777,0.207407919072301,-0.0564729538836477,0.599129244379823,0.00262459427731518,0.980525265741562,0.157902644203836,0.139439720850355,-0.0220393338990065,0.837568774919683,-0.00103622262587405,0.99231049812416
